Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TerminationType,TerminationDescription,Average of Monthly income
40,No,Travel_Frequently,Research & Development,26,4,Life Sciences,1,3528,Male,2,Research Scientist,Married,194060,3,Y,20,8,3,16,2,1,0,0,Unk,,66133.01246
35,No,Travel_Rarely,Research & Development,18,5,Medical,1,3529,Female,2,Research Scientist,Divorced,65380,2,Y,16,8,1,15,3,7,6,4,Resignation,Condition whole however senior water.,65987.97052
34,No,Travel_Frequently,Research & Development,6,2,Life Sciences,1,3530,Male,1,Research Director,Single,43060,0,Y,11,8,0,14,2,13,4,9,Unk,,65988.66061
35,No,Travel_Frequently,Research & Development,3,3,Medical,1,3531,Female,2,Laboratory Technician,Married,22580,1,Y,11,8,1,2,2,2,2,2,Resignation,Write arrive produce since.,66014.71591
43,Yes,Travel_Rarely,Sales,5,3,Marketing,1,3532,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3,Voluntary,Fact order police ability another pretty add.,66064.12969
32,No,Non-Travel,Research & Development,11,2,Other,1,3533,Female,2,Research Scientist,Divorced,44870,1,Y,11,8,0,1,5,1,0,0,Unk,,66087.87016
56,No,Travel_Rarely,Research & Development,3,2,Other,1,3534,Male,2,Healthcare Representative,Divorced,44490,NA,Y,15,8,0,28,3,5,4,2,Resignation,Without option agent show term.,66112.06385
29,No,Travel_Rarely,Research & Development,26,1,Life Sciences,1,3535,Male,1,Laboratory Technician,Married,22180,1,Y,24,8,1,10,1,10,0,8,Involuntary,Stuff painting partner my.,66136.74658
19,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3536,Male,2,Laboratory Technician,Single,191970,1,Y,12,8,0,1,2,1,0,0,Unk,,66186.98286
45,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,3537,Female,2,Sales Representative,Married,132120,4,Y,13,8,0,7,4,3,0,2,Voluntary,Organization above size discuss office.,66043.06636
37,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,3538,Male,3,Research Scientist,Married,65770,1,Y,13,8,0,14,1,14,3,11,Unk,,65967.37686
20,No,Travel_Rarely,Research & Development,6,3,Medical,1,3539,Male,5,Research Director,Single,83920,1,Y,17,8,0,2,5,2,1,2,Voluntary,Kid decision small fire year eat.,65967.60321
44,Yes,Travel_Rarely,Human Resources,6,2,Human Resources,1,3540,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2,Unk,,65946.99196
53,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3541,Male,1,Research Director,Divorced,40310,3,Y,12,8,1,26,3,7,4,7,Resignation,If data from box movement bad service.,65970.4023
29,No,Travel_Rarely,Research & Development,23,3,Medical,1,3542,Male,1,Sales Executive,Married,79690,0,Y,14,8,0,6,3,5,1,3,Unk,,65999.93096
22,Yes,Travel_Frequently,Research & Development,22,4,Medical,1,3543,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0,Unk,,65984.15899
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3544,Male,2,Research Scientist,Married,165550,8,Y,14,8,2,28,4,26,15,9,Voluntary,Fly draw gun true deal sure.,66029.65398
44,No,Non-Travel,Research & Development,20,3,Life Sciences,1,3545,Male,1,Sales Representative,Single,45560,2,Y,13,8,0,6,4,0,0,0,Retirement,With picture sport this after.,65914.73441
33,No,Travel_Rarely,Research & Development,28,4,Life Sciences,1,3546,Female,1,Manager,Married,60910,1,Y,15,8,0,5,6,5,1,4,Resignation,Much already above care than.,65938.2659
41,Yes,Non-Travel,Research & Development,12,3,Life Sciences,1,3547,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0,Resignation,Approach together husband better.,65944.08565
30,No,Travel_Rarely,Sales,20,3,Marketing,1,3548,Male,3,Sales Executive,Divorced,48100,8,Y,18,8,0,8,3,4,0,3,Unk,,65793.77752
40,No,Travel_Frequently,Sales,9,3,Medical,1,3549,Male,1,Manufacturing Director,Married,45230,5,Y,16,8,1,5,5,0,0,0,Unk,,65814.30394
50,No,Travel_Frequently,Research & Development,25,4,Life Sciences,1,3550,Female,2,Healthcare Representative,Married,32020,2,Y,24,8,1,32,2,2,2,2,Resignation,Any record environment.,65838.21138
28,No,Travel_Rarely,Research & Development,6,3,Technical Degree,1,3551,Male,2,Research Scientist,Married,23510,1,Y,16,8,0,6,4,6,3,3,Unk,,65877.53488
46,No,Travel_Rarely,Research & Development,8,4,Other,1,3552,Male,3,Manager,Married,17020,5,Y,21,8,0,25,2,4,0,3,Involuntary,Star candidate seven television teacher all many.,65926.85681
35,No,Travel_Rarely,Sales,4,4,Marketing,1,3553,Male,1,Laboratory Technician,Married,180410,3,Y,20,8,1,15,3,7,1,7,Voluntary,Save interest factor training.,65983.85781
24,Yes,Travel_Rarely,Human Resources,28,4,Human Resources,1,3554,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,Unk,,65850.33839
33,No,Travel_Frequently,Research & Development,9,2,Medical,1,3555,Female,1,Sales Executive,Married,20970,1,Y,14,8,2,10,5,10,0,1,Unk,,65893.5514
36,No,Travel_Rarely,Research & Development,9,2,Medical,1,3556,Male,2,Sales Executive,Divorced,119350,1,Y,11,8,3,7,6,7,1,7,Unk,,65946.09357
30,No,Travel_Rarely,Sales,29,3,Marketing,1,3557,Male,1,Sales Executive,Divorced,25460,1,Y,14,8,1,10,2,10,8,9,Unk,,65883.55972
44,No,Travel_Rarely,Research & Development,3,4,Medical,1,3558,Male,2,Research Scientist,Single,25640,1,Y,12,8,3,20,3,20,13,17,Resignation,Trouble hot lead article guess travel.,65930.94959
20,No,Travel_Rarely,Research & Development,18,4,Medical,1,3559,Male,1,Human Resources,Single,84120,1,Y,13,8,0,2,2,2,2,2,Unk,,65978.23944
46,No,Travel_Rarely,Sales,9,1,Medical,1,3560,Female,1,Sales Executive,Divorced,141180,2,Y,22,8,0,12,3,6,1,4,Involuntary,Cause data speech tough garden body good.,65956.92127
42,No,Non-Travel,Research & Development,5,4,Medical,1,3561,Male,5,Sales Executive,Married,170460,7,Y,11,8,0,10,3,4,0,3,Unk,,65868.42353
60,No,Travel_Rarely,Sales,2,2,Life Sciences,1,3562,Male,2,Sales Executive,Divorced,25640,0,Y,14,8,1,12,3,11,1,9,Involuntary,Measure question others smile oil.,65745.22968
32,No,Travel_Frequently,Sales,10,3,Life Sciences,1,3563,Female,1,Sales Executive,Married,102660,1,Y,11,8,0,2,3,2,2,2,Involuntary,Attorney control write American.,65792.52358
32,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,3564,Female,2,Research Scientist,Single,50700,4,Y,12,8,1,10,6,8,0,7,Unk,,65748.99646
36,No,Travel_Rarely,Sales,3,2,Marketing,1,3565,Male,4,Healthcare Representative,Divorced,178610,2,Y,18,8,0,17,2,7,7,7,Unk,,65766.78487
33,No,Travel_Rarely,Sales,26,2,Marketing,1,3566,Male,1,Research Scientist,Married,42300,0,Y,12,8,0,15,0,14,4,10,Voluntary,Smile wife newspaper attorney dog discuss write.,65633.2426
40,No,Travel_Rarely,Research & Development,1,3,Medical,1,3567,Female,2,Research Scientist,Divorced,37800,7,Y,12,8,0,7,2,5,1,3,Unk,,65660.88863
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3568,Female,1,Laboratory Technician,Single,27680,0,Y,22,8,1,5,0,4,1,1,Unk,,65693.93832
30,No,Travel_Rarely,Sales,9,3,Marketing,1,3569,Female,1,Research Scientist,Married,90710,0,Y,19,8,1,12,2,11,5,7,Unk,,65739.08551
42,No,Travel_Frequently,Human Resources,8,2,Medical,1,3570,Male,1,Sales Executive,Married,106480,3,Y,13,8,1,20,1,1,0,0,Involuntary,Talk it thousand score least try sound.,65709.39358
35,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3571,Male,2,Sales Executive,Married,136100,4,Y,22,8,2,16,4,13,4,12,Unk,,65660.85714
27,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3572,Male,3,Manufacturing Director,Married,34080,1,Y,24,8,0,9,2,9,6,8,Unk,,65576.90107
54,No,Travel_Frequently,Research & Development,9,2,Medical,1,3573,Male,2,Sales Representative,Divorced,29830,7,Y,14,8,1,33,2,5,1,4,Retirement,History force myself.,65614.48687
44,No,Travel_Rarely,Human Resources,4,4,Life Sciences,1,3574,Male,5,Laboratory Technician,Married,76320,1,Y,21,8,0,10,3,10,7,7,Unk,,65657.24014
19,Yes,Non-Travel,Sales,2,2,Other,1,3575,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,Unk,,65644.48565
29,No,Travel_Rarely,Research & Development,19,4,Life Sciences,1,3576,Male,1,Manufacturing Director,Divorced,99500,1,Y,20,8,0,3,3,3,1,2,Retirement,Personal fear indeed rest also.,65605.4491
54,No,Travel_Rarely,Research & Development,9,4,Life Sciences,1,3577,Male,2,Sales Executive,Married,20930,3,Y,19,8,0,36,2,10,0,9,Retirement,Take nice into true side job.,65564.80815
31,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,3578,Male,2,Laboratory Technician,Married,99800,1,Y,12,8,0,6,1,6,0,1,Involuntary,Market public task none past spend.,65618.39136
31,No,Travel_Rarely,Sales,24,1,Marketing,1,3579,Female,1,Sales Executive,Single,38940,1,Y,12,8,0,10,3,10,1,8,Involuntary,Fast light home sign build not.,65577.30769
59,No,Travel_Rarely,Research & Development,3,4,Technical Degree,1,3580,Male,1,Research Scientist,Single,40510,5,Y,16,8,3,13,3,6,0,5,Unk,,65609.36221
43,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,3581,Male,3,Laboratory Technician,Married,168350,3,Y,17,8,1,25,3,8,0,7,Unk,,65639.60241
49,No,Travel_Rarely,Sales,14,4,Life Sciences,1,3582,Male,2,Research Scientist,Married,62300,2,Y,14,8,0,23,2,1,0,0,Unk,,65515.70567
36,No,Travel_Frequently,Sales,5,2,Marketing,1,3583,Female,1,Laboratory Technician,Married,47170,1,Y,19,8,1,12,3,11,0,7,Resignation,Order protect raise exist by behind dream memory.,65519.58937
48,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3584,Female,2,Laboratory Technician,Single,132370,5,Y,13,8,1,7,2,1,0,0,Retirement,Know blue difficult let black choice require.,65541.77751
27,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,3585,Male,2,Laboratory Technician,Divorced,37550,1,Y,19,8,0,5,2,5,0,3,Unk,,65460.87167
29,No,Travel_Rarely,Sales,17,4,Medical,1,3586,Male,1,Laboratory Technician,Divorced,65820,1,Y,19,8,1,6,3,6,1,0,Unk,,65494.70303
48,No,Travel_Rarely,Sales,1,1,Marketing,1,3587,Male,2,Manufacturing Director,Single,74060,6,Y,14,8,2,25,2,1,0,0,Unk,,65494.30825
29,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3588,Female,2,Healthcare Representative,Divorced,48050,3,Y,16,8,1,9,2,7,1,7,Unk,,65483.90036
34,No,Travel_Rarely,Sales,9,4,Medical,1,3589,Female,2,Laboratory Technician,Married,27410,0,Y,15,8,1,2,3,1,0,0,Unk,,65505.10949
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,3590,Female,1,Laboratory Technician,Married,42620,7,Y,18,8,0,26,2,22,3,10,Unk,,65551.51035
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3591,Female,2,Research Scientist,Divorced,161840,0,Y,13,8,1,10,2,9,0,8,Retirement,Four read some later whether lose system.,65579.47561
19,No,Travel_Rarely,Sales,2,4,Marketing,1,3592,Male,3,Laboratory Technician,Single,115570,1,Y,22,8,0,1,0,1,0,1,Retirement,Toward make herself high red writer week.,65461.94139
23,No,Travel_Rarely,Sales,2,3,Medical,1,3593,Male,3,Laboratory Technician,Married,18780,1,Y,13,8,1,1,2,1,0,1,Retirement,New begin remember understand.,65400.6846
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,1,3594,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,Unk,,65457.74786
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,1,3595,Male,2,Research Scientist,Single,68110,1,Y,11,8,1,8,4,8,2,2,Voluntary,Maybe despite performance rather evidence.,65403.9951
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,1,3596,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,Retirement,Stock true summer together social.,65400.67485
55,No,Non-Travel,Research & Development,27,3,Life Sciences,1,3597,Female,2,Manager,Divorced,48590,1,Y,24,8,1,34,3,33,15,0,Involuntary,Great unit evidence run.,65428.12039
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,1,3598,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,Unk,,65448.83149
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3599,Male,1,Manufacturing Director,Married,23400,2,Y,13,8,1,26,2,11,0,8,Resignation,Artist message call such.,65463.7069
34,No,Travel_Rarely,Sales,13,4,Medical,1,3600,Male,3,Sales Representative,Single,74910,0,Y,14,8,1,4,3,3,0,2,Retirement,On crime student tough note.,65515.57337
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,1,3601,Male,2,Research Director,Divorced,105270,4,Y,14,8,0,31,3,29,11,10,Retirement,Year ever end drive.,65503.97531
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,3602,Male,2,Research Scientist,Single,165950,6,Y,21,8,1,25,2,9,5,4,Unk,,65454.82077
34,No,Travel_Frequently,Sales,14,4,Medical,1,3603,Female,3,Research Scientist,Divorced,88340,4,Y,13,8,1,15,1,11,5,10,Unk,,65330.44554
28,No,Travel_Frequently,Research & Development,2,3,Other,1,3604,Female,1,Manager,Single,55770,0,Y,19,8,0,5,3,4,0,2,Involuntary,Billion approach middle behind national describe.,65301.93309
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3605,Male,2,Research Scientist,Divorced,47070,1,Y,17,8,0,26,4,25,14,13,Voluntary,Reason common from ready.,65313.75931
34,No,Travel_Frequently,Sales,1,3,Life Sciences,1,3606,Male,2,Sales Executive,Married,24000,4,Y,18,8,1,14,3,10,1,8,Unk,,65336.42236
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,3607,Male,4,Healthcare Representative,Married,98240,0,Y,19,8,0,4,2,3,2,2,Unk,,65387.83582
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,3608,Female,1,Manager,Married,64470,6,Y,13,8,0,18,3,1,0,0,Unk,,65346.92403
43,No,Travel_Rarely,Research & Development,7,2,Medical,1,3609,Female,1,Laboratory Technician,Single,195020,3,Y,18,8,2,23,3,21,15,17,Retirement,Course appear wait police car.,65348.01746
36,No,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9,Y,21,8,1,18,4,16,5,12,Retirement,Ready image offer. According and reveal land.,65186.12984
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,1,3611,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,Unk,,65233.55
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,1,3612,Female,2,Sales Representative,Married,21270,1,Y,14,8,0,2,3,2,2,2,Unk,,65236.69587
51,No,Travel_Frequently,Sales,21,4,Medical,1,3613,Male,2,Research Scientist,Single,182000,0,Y,17,8,0,8,3,7,7,7,Unk,,65291.79198
30,No,Non-Travel,Research & Development,2,4,Other,1,3614,Male,1,Research Scientist,Single,20960,7,Y,11,8,3,10,2,8,1,7,Involuntary,Director include student.,65145.35759
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,1,3615,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,Retirement,Movement beat thing attorney benefit mention I.,65200.86683
28,No,Travel_Rarely,Sales,1,4,Life Sciences,1,3616,Female,2,Sales Representative,Single,20330,2,Y,15,8,1,5,5,3,1,2,Unk,,65246.57862
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3617,Male,1,Research Scientist,Single,36220,1,Y,25,8,0,2,0,2,2,1,Resignation,Make oil new effort begin. Smile work dinner.,65303.14861
32,No,Travel_Rarely,Research & Development,10,4,Other,1,3618,Female,1,Sales Executive,Married,42330,1,Y,11,8,0,10,5,10,0,8,Unk,,65339.82346
45,No,Travel_Frequently,Research & Development,19,3,Medical,1,3619,Male,3,Laboratory Technician,Single,36810,3,Y,17,8,1,22,2,0,0,0,Unk,,65368.87626
39,No,Travel_Rarely,Sales,29,1,Marketing,1,3620,Female,1,Laboratory Technician,Divorced,54600,6,Y,13,8,2,21,3,19,15,2,Unk,,65404.98104
58,No,Travel_Rarely,Research & Development,27,3,Other,1,3621,Male,2,Laboratory Technician,Divorced,21870,1,Y,18,8,1,2,1,2,2,2,Voluntary,Different down happen near impact.,65418.65823
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,1,3622,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,Voluntary,Expect serious occur forward again.,65473.85298
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,1,3623,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,Involuntary,Teach human market real upon.,65435.08883
30,No,Travel_Rarely,Sales,9,1,Marketing,1,3624,Male,4,Research Director,Married,40890,0,Y,18,8,0,10,2,9,6,7,Involuntary,Few space energy down natural.,65482.19822
36,No,Travel_Rarely,Sales,1,3,Marketing,1,3625,Male,2,Sales Executive,Married,166270,3,Y,12,8,0,10,5,7,1,7,Unk,,65513.48601
46,No,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6,Y,12,8,1,10,3,7,5,7,Unk,,65385.13376
28,No,Non-Travel,Research & Development,1,3,Medical,1,3627,Male,5,Sales Executive,Married,56790,0,Y,13,8,0,10,2,9,7,5,Resignation,Room that ahead sound work short right.,65435.12755
50,No,Travel_Rarely,Research & Development,20,2,Medical,1,3628,Female,5,Laboratory Technician,Married,154020,4,Y,21,8,0,25,3,3,1,2,Unk,,65446.16858
40,Yes,Travel_Rarely,Sales,8,1,Other,1,3629,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,Unk,,65332.90281
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3630,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,Voluntary,Hair language song. Account father send talk.,65339.92318
30,No,Travel_Rarely,Research & Development,6,4,Medical,1,3631,Female,1,Sales Executive,Married,30410,1,Y,11,8,1,9,2,9,0,8,Unk,,65390.62821
39,No,Travel_Rarely,Research & Development,26,1,Medical,1,3632,Male,2,Healthcare Representative,Single,34470,0,Y,14,8,0,9,5,8,1,7,Unk,,65435.53273
31,No,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1,Y,12,8,1,10,1,10,9,6,Unk,,65475.33419
41,No,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1,Y,11,8,0,19,3,19,11,9,Resignation,Certainly those above eye ball.,65308.46847
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,1,3635,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,Retirement,Take most future.,65356.89433
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,1,3636,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,Unk,,65349.56129
42,No,Non-Travel,Research & Development,4,3,Life Sciences,1,3637,Male,2,Laboratory Technician,Married,20830,0,Y,12,8,2,21,3,20,2,10,Unk,,65352.31266
55,No,Travel_Rarely,Sales,11,3,Technical Degree,1,3638,Male,2,Manufacturing Director,Married,83810,4,Y,15,8,1,23,3,19,9,11,Unk,,65409.90944
56,No,Travel_Rarely,Sales,3,2,Medical,1,3639,Female,3,Manufacturing Director,Single,26910,6,Y,16,8,1,36,6,7,7,7,Unk,,65386.07513
40,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3640,Male,1,Laboratory Technician,Divorced,42860,9,Y,15,8,0,6,6,4,0,0,Involuntary,A parent bit rich. Reflect north sometimes card.,65435.97925
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,1,3641,Male,2,Research Director,Divorced,26590,0,Y,24,8,3,10,2,9,1,6,Unk,,65465.2987
40,No,Travel_Rarely,Sales,4,3,Medical,1,3642,Male,2,Sales Executive,Single,94340,1,Y,13,8,1,9,3,9,8,8,Retirement,Do onto consumer sign. War instead effect role.,65515.85176
41,No,Travel_Frequently,Sales,1,4,Other,1,3643,Female,2,Healthcare Representative,Divorced,55610,0,Y,11,8,0,10,2,9,1,7,Unk,,65478.32031
35,No,Travel_Frequently,Sales,1,2,Technical Degree,1,3644,Male,2,Manager,Single,66460,1,Y,13,8,1,9,2,9,1,1,Retirement,We give end nation but. Other measure across.,65491.18644
51,No,Travel_Rarely,Sales,18,2,Life Sciences,1,3645,Male,4,Manufacturing Director,Divorced,77250,1,Y,13,8,1,33,2,33,0,10,Involuntary,Shoulder build catch commercial.,65489.92167
38,No,Travel_Rarely,Sales,2,4,Life Sciences,1,3646,Female,1,Research Scientist,Divorced,107250,3,Y,18,8,0,11,5,7,1,7,Resignation,Family defense six believe drug action although.,65474.54902
34,No,Travel_Rarely,Sales,4,3,Life Sciences,1,3647,Male,2,Research Scientist,Single,88470,1,Y,16,8,0,10,3,10,9,6,Unk,,65419.86911
25,No,Travel_Rarely,Research & Development,6,2,Medical,1,3648,Female,4,Research Scientist,Married,20450,3,Y,19,8,0,7,3,3,1,2,Unk,,65389.65924
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,1,3649,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,Unk,,65448.63517
40,No,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3,Y,22,8,0,7,2,4,0,3,Involuntary,Black truth campaign player child control firm.,65521.37976
36,No,Travel_Frequently,Sales,16,2,Life Sciences,1,3651,Male,1,Research Scientist,Married,12810,2,Y,11,8,0,17,2,15,6,13,Unk,,65563.53947
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,3652,Male,2,Research Scientist,Single,28190,1,Y,20,8,0,11,2,10,0,8,Unk,,65633.04348
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3653,Female,2,Laboratory Technician,Married,48510,8,Y,18,8,0,5,2,1,0,0,Retirement,Hundred still nearly stand risk treat.,65682.44063
51,No,Travel_Rarely,Research & Development,4,1,Medical,1,3654,Female,3,Manufacturing Director,Single,40280,3,Y,14,8,0,29,3,5,0,3,Resignation,Near fine four help likely. Because wrong nor.,65705.1255
18,No,Non-Travel,Research & Development,1,4,Medical,1,3655,Male,2,Sales Executive,Single,27200,1,Y,22,8,1,0,2,0,0,0,Unk,,65738.75661
35,No,Travel_Rarely,Research & Development,1,4,Other,1,3656,Female,2,Research Director,Married,81200,0,Y,13,8,0,10,2,9,0,0,Unk,,65789.80132
27,No,Travel_Frequently,Research & Development,26,4,Medical,1,3657,Female,1,Research Director,Single,46470,3,Y,17,8,0,8,3,6,0,0,Voluntary,Style up reality per.,65769.3634
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,1,3658,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,Unk,,65794.99336
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4,Y,15,8,2,33,2,19,15,9,Unk,,65820.25266
34,No,Non-Travel,Sales,1,2,Life Sciences,1,3660,Male,2,Research Scientist,Divorced,86210,1,Y,17,8,1,5,1,5,0,0,Voluntary,Situation election visit author five.,65865.00666
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3661,Male,2,Sales Executive,Divorced,45770,5,Y,11,8,1,15,3,12,11,8,Unk,,65837.88
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3662,Male,1,Research Scientist,Married,45530,4,Y,18,8,1,10,2,8,7,7,Unk,,65864.6729
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,1,3663,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,Retirement,Court catch management cold total among.,65891.85829
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,3664,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,Unk,,65907.83133
38,No,Travel_Frequently,Research & Development,7,3,Medical,1,3665,Female,2,Sales Representative,Divorced,76250,1,Y,15,8,0,4,2,4,0,3,Voluntary,Modern a study speak. Front choose central which.,65905.08043
34,No,Travel_Rarely,Research & Development,10,4,Other,1,3666,Female,2,Laboratory Technician,Single,74120,1,Y,24,8,0,14,4,14,4,11,Retirement,Tell heavy degree no early.,65891.19463
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3667,Female,2,Healthcare Representative,Married,111590,1,Y,12,8,0,5,2,5,0,4,Retirement,These these by when here attorney special.,65880.13441
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,3668,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,Resignation,Teacher contain heart continue pay form short.,65818.61373
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,1,3669,Female,2,Healthcare Representative,Married,104750,3,Y,11,8,1,8,3,5,1,4,Unk,,65840.4717
51,No,Travel_Frequently,Research & Development,20,3,Medical,1,3670,Male,2,Sales Executive,Married,148140,2,Y,11,8,1,14,2,4,3,2,Resignation,Feel pattern require stand.,65787.96221
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3671,Male,4,Sales Executive,Divorced,191410,3,Y,12,8,1,12,2,6,3,3,Involuntary,Try statement audience too material film.,65676.67568
37,No,Travel_Rarely,Research & Development,2,2,Medical,1,3672,Female,1,Healthcare Representative,Married,54050,7,Y,15,8,0,8,3,6,1,3,Unk,,65506.53586
33,No,Travel_Frequently,Research & Development,2,3,Medical,1,3673,Female,1,Sales Executive,Married,87930,6,Y,17,8,0,8,2,5,1,2,Involuntary,Data imagine bill possible want.,65522.05962
32,No,Travel_Rarely,Research & Development,1,4,Medical,1,3674,Male,5,Research Director,Married,191890,0,Y,12,8,1,4,3,3,1,2,Voluntary,Theory majority born with.,65491.65536
39,No,Non-Travel,Research & Development,29,2,Life Sciences,1,3675,Male,2,Sales Executive,Married,38750,3,Y,15,8,0,13,3,6,0,5,Unk,,65319.91848
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,3676,Male,1,Sales Executive,Married,22160,2,Y,13,8,3,6,2,3,1,2,Resignation,Tough very bad spend feeling college require.,65356.06803
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,3677,Male,2,Sales Executive,Married,117130,2,Y,14,8,0,24,2,5,0,2,Unk,,65414.91826
43,No,Travel_Rarely,Research & Development,2,2,Medical,1,3678,Male,1,Laboratory Technician,Single,78610,1,Y,14,8,2,20,1,20,1,8,Voluntary,American community truth.,65344.36562
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3679,Male,1,Human Resources,Married,37080,1,Y,16,8,2,6,2,6,4,4,Unk,,65326.24317
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3680,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,Unk,,65364.88372
